"ed50e8aaa58e7a806c337585efee9ca41f1eb1ad","399.4"
"2c3acac4b33ec2b195d77e7c04a2d75727fad723","459.8"
"a37c99ec251d4f6e8ddbeabadf1c87fdbfddc4d1","364.5"
"63b4e128e9ffe8ab27f5d093db1976ef4f353e0a","529.2"
"2eb189d4912f64b19d1967e8e84b6141aba18770","566.7"
"5822cb43e0800429be2084b3f86a63aaa73fa66c","372.4"
"3c44449ad09dc6a72c77c3bd3b5fd06a6d3f66e8","419.6"
"6f721ecb245bd74eaeda78b8d8135e8adeba6dc0","369.9"
"70b1dacb515d1aecead8a53cb465a70fda4b62b6","464.2"
"67a173ad63a2a3f77c8905b49e83084b7c1cd6b0","453.4"
"6118b53a6c928609d5ec78f7b6ae463ee3f766e3","480.4"
"036bce628d802e0da1fc727057dd40e979a03ac3","402.4"
"e2550a9dbfe4dfa31af61ab8cbdd08de283fd7ba","475.8"
"bedf9d4bf2c29669d24ef9ed9fa4bb6b8a2b574b","518"
"2600ee9cbb63e8dc65423f18d2f33c8ad198edfe","475.3"
"9f1f0f639f56faed5cdb4db727692f9a49f7818b","430.8"
"45837167deb9a4e1969d5d9bdb31e8bfe7c94017","377.3"
"e1268d2857278d8ec8055524bc29cc16b5c4174f","467.3"
"b6b8661c6a0867a13e83b584a0468d5e05804128","553.9"
"3982766156703660bd7c9662b663d250a68f2734","394"
"b82b9c8e6d995692aedfad5a31c0c14cfcf108f1","415.5"
"3b096a7385fbcd24adb5e622db6ec33ad81b711c","427.3"
"ab01ff1e35bb088cda3ccb34ee11e718cf49961c","508"
"91720b5fe48f70c5f4b21231f265badbb7965923","563.6"
"3f910c1717d215698a89b7774fae6aae9ce80a9b","383.2"
"160449496c59d74d6efaed45b00fd1802d7b8fe0","470"
"5c90f15a173eb63ffaff1dda01bb41959cea8ade","435.4"
"642546ecc2ac60f7533a50e51b3ced50d438fa2a","373.9"
"bcca1cc0d5b3005d943cd206eb899d1b0470d118","542.4"
"80657dbe741b33c3b8aa6627ff05d721fc473535","405.7"
"c9fe095eda5d50f8fd64a9066f0c5cfc66b742d3","555.6"
"ce018e1ed8c91f329f952c59abec1059d15544fc","539.7"
"15fb3ba785590aea2be363ee1b189f1e0c38d168","390.3"
"36c49582ac87ab0169f57407a7030d012e19db0f","423.5"
"272b3de95fdc0983aa22bd9cffa178a3a362ae43","471.1"
"0a90fb44346e04615bc4879b2769751e65740f7e","354.6"
"45baf0018e09111593b980febba5122c6045203b","345.7"
